restaurant_id,name,lat,lng,zone_id,zone_name
R-0292,South Corner's SC Biryani,18.4804011,73.8264716,5,Kharadi
R-0293,Talli Bar & Kitchen,18.5554581,73.797392,1,Baner
R-0294,Murphies,18.536616,73.8988097,2,Kothrud
R-0295,Prachi Snacks,18.5555669,73.7977958,1,Baner
R-0296,Minal Khanawal,18.5127605,73.8443893,0,Hinjewadi
R-0297,sooth indian dosa shop,18.5108703,73.8488493,0,Hinjewadi
R-0298,vedanti mess,18.5106947,73.848385,0,Hinjewadi
R-0299,sandip poha,18.5098934,73.8509332,0,Hinjewadi
R-0300,kaku chi mess,18.5100593,73.8509422,0,Hinjewadi
R-0301,bhola tea shop,18.5115436,73.8485853,0,Hinjewadi
R-0302,minal veg thali,18.5093739,73.8489161,0,Hinjewadi
R-0303,Omkar tea shop,18.5108357,73.8486976,0,Hinjewadi
R-0304,Ani kay hav tea shop,18.5108847,73.8490435,0,Hinjewadi
R-0305,nagar misal shop,18.5093912,73.849086,0,Hinjewadi
R-0306,bhigavan fish dishes,18.5103753,73.8487826,0,Hinjewadi
R-0307,krishna veg thali,18.5099293,73.8488159,0,Hinjewadi
R-0308,bhosale maratha mess,18.5101538,73.8486642,0,Hinjewadi
R-0309,satvik veg thali,18.5095811,73.8489221,0,Hinjewadi
R-0310,Masaledar biryani,18.5128546,73.8453131,0,Hinjewadi
R-0311,raghu vadapav,18.5095118,73.8509711,0,Hinjewadi
R-0312,sameer pan palace,18.5128395,73.8446859,0,Hinjewadi
R-0313,Sainath restra,18.5127211,73.8441781,0,Hinjewadi
R-0314,premacha chaha,18.5098506,73.8509891,0,Hinjewadi
R-0315,jagadamba tea,18.5097993,73.8509837,0,Hinjewadi
R-0316,sudhirbhaucha katta,18.5101312,73.8515557,0,Hinjewadi
R-0317,patilwada,18.5129829,73.8451669,0,Hinjewadi
R-0318,raghav non veg,18.512976,73.845019,0,Hinjewadi
R-0319,TANDOOR POINT,18.5405088,73.8303117,0,Hinjewadi
R-0320,Vaishnavi Snacks,18.5123359,73.7820934,3,Viman Nagar
R-0321,Mankar Dosa,18.5125772,73.7820845,3,Viman Nagar
R-0322,Garva Biryani,18.512664,73.7821202,3,Viman Nagar
R-0323,OM Sai expresso,18.5127335,73.7821873,3,Viman Nagar
R-0324,CCD,18.5081587,73.7828815,3,Viman Nagar
R-0325,Chaat Bazar,18.5565944,73.7946077,1,Baner
R-0326,Momo Panda,18.5533275,73.8070729,1,Baner
R-0327,Garva Biriyani,18.5425519,73.7896806,1,Baner
R-0328,Swaadah Veg All Day Kitchen,18.5251221,73.8754537,2,Kothrud
R-0329,The Bar Tales,18.5164052,73.7813431,3,Viman Nagar
R-0330,Eggoiste,18.553408,73.8068332,1,Baner
R-0331,Yolkshire,18.5532162,73.8080686,1,Baner
R-0332,Urban Bistro,18.5531716,73.8080414,1,Baner
R-0333,#BeCrazyStayCheesy,18.5531946,73.8083045,1,Baner
R-0334,Masemari,18.5056597,73.8522201,0,Hinjewadi
R-0335,Fish curry rice,18.551853,73.7927181,1,Baner
R-0336,Fatcook,18.5699946,73.780944,1,Baner
R-0337,Relax,18.4894343,73.8491202,0,Hinjewadi
R-0338,Ayuhsvaa Nutriments,18.4908306,73.847315,0,Hinjewadi
R-0339,Barbeque Nation,18.5624291,73.8070215,1,Baner
R-0340,Savya Rasa,18.5388575,73.8866732,2,Kothrud
R-0341,Tryluck,18.5070106,73.8785176,2,Kothrud
R-0342,Zafraan,18.4719326,73.8914451,4,Wakad
R-0343,Gulbarga Tahari House,18.4693512,73.8901037,4,Wakad
R-0344,Jyoti Restaurant,18.4780862,73.8902192,4,Wakad
R-0345,Hotel Samruddhi,18.5736136,73.8836543,2,Kothrud
R-0346,Aarvis Annapurna,18.4693588,73.8886782,4,Wakad
R-0347,Real Taste,18.4683682,73.8891485,4,Wakad
R-0348,Gayatri Bhel,18.5808747,73.8188522,1,Baner
R-0349,Shilpa,18.5751893,73.7895989,1,Baner
R-0350,Khandeshi Jalgaav MH19,18.4866302,73.7974083,3,Viman Nagar
R-0351,Laa Unico Restaurant,18.4967019,73.8591168,0,Hinjewadi
R-0352,China Grill,18.4884703,73.8990349,4,Wakad
R-0353,Sudamache Pohe,18.520062,73.8562912,0,Hinjewadi
R-0354,HOUSE OF VEG,18.4986335,73.8333255,0,Hinjewadi
R-0355,Restaurant 355,18.5445637,73.7818615,1,Baner
R-0356,Ashoka Hotel,18.5852287,73.8224215,1,Baner
R-0357,Katraj Junction,18.4508437,73.8578188,4,Wakad
R-0358,Hotel Amantran,18.5787728,73.8157037,1,Baner
R-0359,Thomson,18.5786105,73.8156904,1,Baner
R-0360,Restaurant 360,18.5302971,73.8438489,0,Hinjewadi
R-0361,Restaurant 361,18.5115123,73.8520614,0,Hinjewadi
R-0362,Sahana,18.5165134,73.8794275,2,Kothrud
R-0363,Up south,18.5654873,73.8072367,1,Baner
R-0364,Restaurant 364,18.5116691,73.8520768,0,Hinjewadi
R-0365,Sri Murlidhar Veg Thali,18.5145809,73.845534,0,Hinjewadi
R-0366,Anna,18.5226554,73.8419157,0,Hinjewadi
R-0367,Chirp,18.5223189,73.8438225,0,Hinjewadi
R-0368,Bedekar Mis,18.5148096,73.8499396,0,Hinjewadi
R-0369,Surve's,18.5613577,73.786551,1,Baner
R-0370,Giridhar,18.5558108,73.7946518,1,Baner
R-0371,Wadeshwar,18.5554248,73.7950415,1,Baner
R-0372,Pind Punjab,18.5546505,73.8015865,1,Baner
R-0373,Anna Idli,18.5528456,73.8032774,1,Baner
R-0374,Shanti Swaipakghar,18.4745218,73.8134196,5,Kharadi
R-0375,Kok-pa Chinese,18.5551856,73.7976887,1,Baner
R-0376,Log House,18.5563197,73.7943598,1,Baner
R-0377,Maratha Canteen,18.5576035,73.7937061,1,Baner
R-0378,Bangalore Tiffin Room,18.5568424,73.7939406,1,Baner
R-0379,Karolbaug Dawat-E-Mehfil,18.5650949,73.8022997,1,Baner
R-0380,Kimling,18.5658878,73.8037661,1,Baner
R-0381,Chinese Wok,18.561345,73.7866017,1,Baner
R-0382,Shri Krushnai  Hotel,18.5080757,73.7951174,3,Viman Nagar
R-0383,Milan Khanaval,18.4937154,73.8136189,3,Viman Nagar
R-0384,Prithvi Restaurant,18.4946709,73.8134168,3,Viman Nagar
R-0385,Prem's,18.5397672,73.893772,2,Kothrud
R-0386,The Chickster,18.5396127,73.8871907,2,Kothrud
R-0387,Maurya Multi Cuisine Restaurant And Bar,18.5014008,73.834231,0,Hinjewadi
R-0388,Multi Spice,18.501584,73.8342267,0,Hinjewadi
R-0389,Vishnuji Ki Rasoi,18.5014314,73.8350764,0,Hinjewadi
R-0390,Swaad Idli Dosa Center,18.5092991,73.8329304,0,Hinjewadi
R-0391,Anand Veg,18.509409,73.8331514,0,Hinjewadi
R-0392,Aroma's Hyderabadi Biryani,18.5095392,73.8335248,0,Hinjewadi
R-0393,Chow Chow Chinese,18.5095168,73.8335098,0,Hinjewadi
R-0394,ROOTS 9 KITCHEN & BAR,18.5000982,73.834688,0,Hinjewadi
R-0395,Inari Bistro,18.5092734,73.8347789,0,Hinjewadi
R-0396,Shangrila Restaurant,18.5098138,73.8311295,0,Hinjewadi
R-0397,Sarthi,18.5107454,73.8350543,0,Hinjewadi
R-0398,KGN Tandoor Express,18.5613475,73.7869155,1,Baner
R-0399,Jogeshwari Misal,18.456842,73.8018451,5,Kharadi
R-0400,Pizza Hut,18.4568642,73.8021742,5,Kharadi
R-0401,Chul Angan Restaurant,18.4572489,73.8017228,5,Kharadi
R-0402,#Masala,18.4582332,73.8078492,5,Kharadi
R-0403,Restaurant 403,18.5192856,73.8433683,0,Hinjewadi
R-0404,Restaurant 404,18.5009274,73.8216195,3,Viman Nagar
R-0405,Atithi Pure Veg,18.4699531,73.8224077,5,Kharadi
R-0406,Restaurant 406,18.5103,73.8477696,0,Hinjewadi
R-0407,Sandeep,18.5229261,73.8474846,0,Hinjewadi
R-0408,Durvankur Dining Hall,18.5106902,73.8461159,0,Hinjewadi
R-0409,refactory canteen,18.551312,73.824808,1,Baner
R-0410,Pizza Hut,18.5220882,73.8411575,0,Hinjewadi
R-0411,Masemari,18.5157809,73.7815505,3,Viman Nagar
R-0412,Hotel Maifil,18.5910222,73.8240955,1,Baner
R-0413,Pizza Hut,18.5823641,73.8300615,1,Baner
R-0414,Atithi,18.5636444,73.8133374,1,Baner
R-0415,Malashree Pure Veg,18.5605563,73.8048172,1,Baner
R-0416,Shree Ashapuri Dining Hall,18.5603476,73.8072614,1,Baner
R-0417,vedant hotel,18.4492114,73.8363571,5,Kharadi
R-0418,Pizza Hut,18.4576616,73.8585915,4,Wakad
R-0419,Jayashree,18.5536478,73.807103,1,Baner
R-0420,Aapla Ghar,18.5095027,73.7949809,3,Viman Nagar
R-0421,sudama,18.5749562,73.8953692,2,Kothrud
R-0422,Sudamyache Pohe,18.5074609,73.7983162,3,Viman Nagar
R-0423,Anand Snacks Centre,18.5073795,73.7985657,3,Viman Nagar
R-0424,Casa Del Queso - Cafe & Cheese House,18.5327635,73.8975348,2,Kothrud
R-0425,Dhaba Shaba Indian Veg Bistro,18.53277,73.8969993,2,Kothrud
R-0426,Kuai Kitchen,18.5342106,73.8993321,2,Kothrud
R-0427,PUBLIQ,18.5330403,73.8991022,2,Kothrud
R-0428,Boteco - Tapas Bar & Grill,18.5343463,73.8993561,2,Kothrud
R-0429,Great State Dive,18.5343119,73.8992119,2,Kothrud
R-0430,QORA-Cocktail Bar &  Kitchen,18.5364612,73.8965308,2,Kothrud
R-0431,Squisito - The Italian Ristorante,18.5363572,73.8973584,2,Kothrud
R-0432,The Doner Company,18.5365728,73.9000822,2,Kothrud
R-0433,Donatella,18.5373891,73.8988743,2,Kothrud
R-0434,Kebab Gunj,18.5366408,73.9000863,2,Kothrud
R-0435,THE IMMORTALE BARBECUE,18.5377435,73.8988241,2,Kothrud
R-0436,China Park,18.536652,73.9000834,2,Kothrud
R-0437,Effingut Koregaon Park,18.5340315,73.8985036,2,Kothrud
R-0438,Chaurahe ke Paar,18.5344126,73.8997438,2,Kothrud
R-0439,Pimlico,18.5339777,73.8982362,2,Kothrud
R-0440,Joshi wadewale,18.5225079,73.849542,0,Hinjewadi
R-0441,Durga Cafe & Janhvis Corner,18.5239007,73.8438136,0,Hinjewadi
